N=2,N=5,N=8,N=10
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.47E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.45E-01,2.10E-01,9.48E-02,1.07E-01
-2.44E-01,2.10E-01,9.48E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.10E-01,9.49E-02,1.07E-01
-2.44E-01,2.09E-01,9.49E-02,1.07E-01
-2.44E-01,2.09E-01,9.49E-02,1.07E-01
-2.44E-01,2.09E-01,9.49E-02,1.07E-01
-2.44E-01,2.09E-01,9.49E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.50E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.51E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.52E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.53E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.09E-01,9.54E-02,1.07E-01
-2.44E-01,2.08E-01,9.54E-02,1.07E-01
-2.44E-01,2.08E-01,9.54E-02,1.07E-01
-2.44E-01,2.08E-01,9.54E-02,1.07E-01
-2.44E-01,2.08E-01,9.54E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.55E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.44E-01,2.08E-01,9.56E-02,1.07E-01
-2.43E-01,2.08E-01,9.56E-02,1.07E-01
-2.43E-01,2.08E-01,9.56E-02,1.07E-01
-2.43E-01,2.08E-01,9.56E-02,1.07E-01
-2.43E-01,2.08E-01,9.56E-02,1.07E-01
-2.43E-01,2.08E-01,9.56E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.57E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.07E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.58E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.08E-01,9.59E-02,1.08E-01
-2.43E-01,2.07E-01,9.59E-02,1.08E-01
-2.43E-01,2.07E-01,9.59E-02,1.08E-01
-2.43E-01,2.07E-01,9.59E-02,1.08E-01
-2.43E-01,2.07E-01,9.59E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.60E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.61E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.62E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.63E-02,1.08E-01
-2.43E-01,2.07E-01,9.64E-02,1.08E-01
-2.43E-01,2.07E-01,9.64E-02,1.08E-01
-2.43E-01,2.07E-01,9.64E-02,1.08E-01
-2.43E-01,2.07E-01,9.64E-02,1.08E-01
-2.43E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.07E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.64E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.65E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.66E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.67E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.68E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.06E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.69E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.70E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.42E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.71E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.72E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
-2.41E-01,2.05E-01,9.73E-02,1.08E-01
